TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
17,3273,frame/36540_00630.png,36540,71040,630,504,33,296,385,649.8333333,230.5,749.2,205.2,728.8,290,15.6141,1,1,1,1,1,1,3,2
17,3273,frame/36540_00690.png,36540,71041,690,500,33,320,404,642.2,259,744.2,238.6,,,11.1244,1,1,0,1,1,1,2,0
17,3273,frame/36540_00750.png,36540,71042,750,632,36,348,436,803.5,266.5,904.5,293,,,16.2295,1,1,1,1,1,1,2,
17,3273,frame/36540_00780.png,36540,71043,780,518,57,284,396,655.4,252.6,748.2,297.2,,,18.2327,1,1,1,1,1,1,2,
17,3273,frame/36540_00840.png,36540,71044,840,534,76,297,401,669.8,282,764,320.5,,,17.9805,1,1,1,1,1,1,3,0
17,3273,frame/36540_00900.png,36540,71045,900,368,64,318,387,436.8,273,529.6,260,,,-23.8373,1,1,1,1,1,1,3,0
18,3273,frame/36547_00000.png,36547,71052,0,117,77,87,93,186.4444444,121,,,,,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00060.png,36547,71053,60,137,78,82,90,197.6,127.6,,,,,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00120.png,36547,71054,120,203,26,114,174,225.3333333,114.8888889,265,123.2,,,-17.613,1,1,1,1,1,1,2,3
18,3273,frame/36547_00180.png,36547,71055,180,244,22,118,153,265,95.71428571,302,96.8,,,-18.6623,1,1,1,1,1,1,2,3
18,3273,frame/36547_00240.png,36547,71056,240,242,44,125,162,303,138,340,130.3333333,328.4,159.2,9.15813,1,1,1,1,1,1,2,3
18,3273,frame/36547_00300.png,36547,71057,300,264,35,121,155,339,115.2,373,110.8,,,24.923,1,1,1,1,1,1,2,3
18,3273,frame/36547_00330.png,36547,71058,330,275,34,115,151,295.4,111.6,332,105.6,,,-20.0212,1,1,1,1,1,1,3,3
18,3273,frame/36547_00390.png,36547,71059,390,276,35,132,156,302.2,108.4,337.2,113,,,-21.1979,1,1,1,1,1,1,2,3
18,3273,frame/36547_00450.png,36547,71060,450,284,38,114,159,343.5,111.1666667,381.2,113.8,,,20.4446,1,1,1,1,1,1,2,3
18,3273,frame/36547_00510.png,36547,71061,510,241,40,132,165,,,276.6,120.2,254.8,148.8,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00570.png,36547,71062,570,254,37,117,167,296.8,128,336.8,126.2,,,0.00550456,1,1,1,1,1,1,,3
18,3273,frame/36547_00630.png,36547,71063,630,280,43,114,158,331.8,124.8,370.1666667,127.8333333,,,12.6959,1,1,1,1,1,1,3,3
18,3273,frame/36547_00690.png,36547,71064,690,262,42,119,154,286.2857143,115.1428571,323.8,113.6,301.4,139.6,-18.6135,1,1,1,1,1,1,3,3
18,3273,frame/36547_00750.png,36547,71065,750,258,33,126,180,327,125.2,366.2,122.4,352,150.2,21.0826,1,1,1,1,1,1,3,3
18,3273,frame/36547_00780.png,36547,71066,780,127,68,133,155,142.2,143.2,171.8,148,147.4,172.2,-34.6989,1,1,1,0,1,1,2,3
18,3273,frame/36547_00840.png,36547,71067,840,274,29,119,164,304.6,114.4,342.6,114.6,,,-13.4035,1,1,1,1,1,1,,3
18,3273,frame/36547_00900.png,36547,71068,900,264,32,121,164,331.8333333,121.6666667,369.8333333,118,,,20.7264,1,1,1,1,1,1,3,3
22,417,img/2546.jpg,2546,26240,,274,342,176,241.25,429.2,454.2,,,443.125,495.375,,1,1,1,0,1,3,4,3
22,417,img/2535.jpg,2535,25701,,503,750,337,468,629.8333333,1021.833333,731.1428571,1027.857143,682.6666667,1096.166667,-1.29029,1,1,1,1,1,3,4,3
22,417,img/2569.jpg,2569,22189,,1388.571429,356.5714286,228.4285714,266.4285714,1513.4,495.4,765,288,1553.230769,539.0769231,22.2233,1,1,1,1,1,3,4,3
22,417,img/2541.jpg,2541,29756,,56.66666667,108,169.6666667,235,156.8571429,223.5714286,204.5714286,227,189.1538462,263.6923077,18.1986,1,1,1,1,1,3,4,3
22,417,img/2547.jpg,2547,24198,,168.2857143,28.28571429,103.4285714,130.7142857,187.8,97,213.8333333,95.66666667,199.7692308,120.5384615,-25.8398,1,1,1,1,1,3,4,3
22,417,img/2539.jpg,2539,25970,,1126,203,420,577.6666667,1228.4,466.6,1357.571429,476.7142857,1286.461538,568.1538462,-12.1998,1,1,1,1,1,3,4,3
22,417,img/2538.jpg,2538,27644,,27,48,48.71428571,72,60.6,88.4,73.6,89.6,69.69230769,102.6923077,,0,1,1,1,1,3,4,3
22,417,frame/28825_00000.png,28825,5748,0,488.2,192,29.6,27.8,502,208.1428571,507.5714286,208.4285714,,,,1,1,1,1,1,3,4,0
22,417,frame/28825_00060.png,28825,5754,60,488.5,192.5,28.5,30,501.8,208,507.7142857,208.1428571,503.75,212.875,,1,1,1,1,1,3,4,3
22,417,frame/28798_00000.png,28798,16255,0,560,44,236,331,656.2,214.2,736.1666667,210.1666667,703.6923077,268.2307692,1.01044,1,1,1,1,1,3,,3
22,417,frame/28798_00060.png,28798,16256,60,521.2857143,41.28571429,260.8571429,314.7142857,578,198.8,647.1428571,197,598.5833333,254.0833333,-18.7364,1,1,1,1,1,3,4,3
22,417,frame/28798_00120.png,28798,16257,120,509.3333333,44.66666667,278.3333333,384,552.5,202,615.7142857,197.1428571,572.0769231,252.7692308,-22.3335,1,1,1,1,1,3,4,3
22,417,frame/28798_00150.png,28798,16258,150,521,48,246,337,551.8,216.2,620.8571429,209.4285714,579.5833333,274.6666667,-20.7644,1,1,1,1,1,3,4,3
22,417,frame/28798_00210.png,28798,16259,210,531.3333333,48,242.3333333,332,561.1666667,210.8333333,628.3333333,206.5,584.1666667,268.9166667,-19.9976,1,1,1,1,1,3,4,3
22,417,frame/28798_00270.png,28798,16260,270,558,54.85714286,233.1428571,324.4285714,679.8571429,218.8571429,753.5,216,728.2307692,267.6923077,12.5655,1,1,1,1,1,3,4,3
22,417,frame/28798_00330.png,28798,16261,330,541,39,241,328,631.8,223.4,711.8571429,212.1428571,683,274.25,0.324872,1,1,1,1,1,3,4,3
22,417,frame/28798_00390.png,28798,16262,390,543.4285714,51.28571429,244,338.1428571,641.8,223.8,717.6666667,215.3333333,689.0769231,273.6153846,1.31064,1,1,1,1,1,3,4,3
22,417,frame/28798_00450.png,28798,16263,450,540.5714286,55.42857143,247.4285714,344,580.8333333,221.3333333,649.8571429,225.7142857,606,283.7692308,-19.2271,1,1,1,1,1,3,4,3
22,417,frame/28798_00510.png,28798,16264,510,552.6666667,54.66666667,227,328,660.1666667,226.1666667,734.5,218.8333333,708.4615385,276.0769231,10.3795,1,1,1,1,1,3,4,3
22,417,frame/28798_00570.png,28798,16265,570,555,57,230,336,644,227.4,724.5714286,223.5714286,688.6923077,283.5384615,0.370722,1,1,1,1,1,3,4,3
22,417,frame/28798_00600.png,28798,16266,600,520.1428571,51.85714286,249.4285714,340.5714286,558.4,222.8,625,222.2857143,581.8571429,283.3571429,-21.4177,1,1,1,1,1,3,4,3
22,417,frame/28798_00660.png,28798,16267,660,605,48,247,340,709.8333333,218.3333333,785.3333333,233.6666667,744.4615385,280.4615385,2.93423,1,1,1,1,1,3,,3
22,417,frame/28798_00720.png,28798,16268,720,548,56,236,342.4,650.2,240.4,730.6666667,237.3333333,695.7692308,294.6923077,17.8873,1,1,1,1,1,3,3,3
22,417,frame/28843_00000.png,28843,11213,0,99,36,35,40,122,58,132.5,58.5,130,65.90909091,,1,1,1,1,1,3,4,3
22,417,frame/28843_00060.png,28843,11214,60,126,23.42857143,119.1428571,130.4285714,214.3333333,93,211,95,234.8461538,109.6923077,29.6733,1,1,1,1,1,3,4,3
22,417,frame/28843_00120.png,28843,11215,120,137,23.57142857,113.7142857,137.5714286,218.3333333,99,241.5,89.33333333,240.1666667,116.9166667,31.2138,1,1,1,1,1,3,4,3
22,417,frame/28843_00180.png,28843,11216,180,146.3333333,19.66666667,109.6666667,135.3333333,231,98.83333333,253,90.8,249.8181818,117.7272727,,1,1,1,1,1,3,3,3
22,417,frame/28843_00240.png,28843,11217,240,144.2857143,19,112.7142857,141.2857143,227.6666667,99,,,246.4166667,118.1666667,31.2845,1,1,1,1,1,3,4,3
22,417,frame/28843_00255.png,28843,11218,255,142.4285714,22,112.4285714,135,226.5,98.5,248.2,91,245.2142857,118.0714286,30.47,1,1,0,1,1,3,5,3
22,417,frame/28843_00315.png,28843,11219,315,153.4285714,24.14285714,96.85714286,132.8571429,215.1666667,100.1666667,244.8333333,97.66666667,235.5384615,121.1538462,26.2947,1,1,0,1,1,3,4,3
22,417,frame/28843_00375.png,28843,11220,375,135.6666667,20.66666667,106,126,209.2,84.2,233.3333333,78.66666667,231.5416667,102.5416667,30.8266,1,1,1,1,1,3,4,3
22,417,frame/30391_00000.png,30391,11221,0,205.2857143,51.57142857,79.71428571,116.4285714,230.6,104,257.1428571,104.5714286,243.8461538,123.7692308,-2.66948,1,1,1,1,1,3,4,
22,417,frame/30391_00060.png,30391,11222,60,189.2857143,47.57142857,88.71428571,127.1428571,215.8,105.8,243.5,106,229.3846154,125.6153846,-8.70344,1,1,1,1,1,3,4,3
22,417,frame/30391_00120.png,30391,11223,120,201,54.42857143,105.4285714,157.2857143,242.1666667,103.5,270.4285714,105,254.5384615,123.7692308,-9.19851,1,1,1,1,1,3,4,3
22,417,frame/28846_00000.png,28846,11236,0,207.1428571,47,79.28571429,115,224.5,109.3333333,251.2857143,108.8571429,233.6153846,127.3076923,-13.7439,1,1,1,1,1,3,4,3
22,417,frame/28846_00060.png,28846,11237,60,211.2857143,49.57142857,79.14285714,113.1428571,228.4,108,256,109.2857143,240.0714286,128.7857143,-11.9316,1,1,1,1,1,3,4,3
22,417,frame/28846_00120.png,28846,11238,120,213.4,46.6,79.6,119,236,108.8333333,263.2857143,108.1428571,250.1666667,128.1666667,-7.51087,1,1,1,1,1,3,4,0
22,417,frame/28846_00135.png,28846,11239,135,217.2857143,46.28571429,80.42857143,118.4285714,237,104.8,262.4285714,105.5714286,247,124.1666667,-12.5066,1,1,1,1,1,3,4,3
22,417,frame/28846_00195.png,28846,11240,195,213,51.71428571,79,115.2857143,231,103.6666667,258.2857143,106.1428571,241.3076923,124.4615385,-9.1544,1,1,1,1,1,3,4,3
22,417,frame/28846_00255.png,28846,11241,255,206.375,45.75,83.625,111.25,232.6,100.4,260.4285714,98.85714286,247.0769231,117.3076923,-4.77834,1,1,1,1,1,3,4,3
22,417,frame/28846_00315.png,28846,11242,315,199,46,82,112,225.8,105.2,253.2857143,104.7142857,239.6666667,124.0833333,-7.89305,1,1,1,1,1,3,4,3
23,417,img/2534.jpeg,2534,26840,,84.71428571,45.42857143,123.8571429,169.5714286,144.8333333,127.6666667,185.8571429,123.1428571,169.5833333,152.5833333,18.8084,1,1,1,1,1,3,4,3
24,417,img/2528.jpg,2528,24878,,199.3333333,75,184,237.6666667,263,179.6,323.5,182.3333333,288.7692308,218.3076923,-4.87281,1,1,1,1,1,3,4,3
25,417,img/2564.jpg,2564,23752,,2614.285714,860,361,475,2820,1064.2,2926.857143,1073.285714,2890.9,1147.6,20.8092,1,1,1,1,1,3,,3
26,417,img/2558.jpg,2558,22149,,2472,797,326,436,2580,980.1666667,2662,989.9166667,2608.818182,1041.545455,-7.60032,1,1,1,1,1,3,4,3
27,417,frame/28819_00000.png,28819,5685,0,112.8571429,16.85714286,117.5714286,144,157,91.14285714,193.8571429,83.42857143,180.1538462,108.7692308,6.97439,1,1,1,1,1,3,4,3
27,417,frame/28819_00060.png,28819,5686,60,116.2857143,16,116.4285714,138.7142857,155.6,85.8,193.8571429,77.28571429,178.5833333,103.6666667,-2.89163,1,1,1,1,1,3,4,3
27,417,frame/28819_00120.png,28819,5687,120,128,17,117,147,166.2,87,204,79.14285714,187.6363636,105.5454545,2.1104,1,1,1,1,1,3,4,3
27,417,frame/28819_00180.png,28819,5688,180,126,19,112,144,168,88.6,206.1428571,83.71428571,191.6153846,108.6923077,5.63849,1,1,1,1,1,3,5,3
27,417,frame/28819_00240.png,28819,5689,240,108.6666667,23.66666667,120.6666667,144.6666667,153.2,98.8,192.1428571,90.14285714,179.5833333,117.9166667,4.64528,1,1,1,1,1,3,4,3
27,417,frame/28819_00300.png,28819,5690,300,119,18.28571429,112.1428571,135,161,85.4,199.8571429,79.42857143,186.0769231,101.7692308,17.6185,1,1,0,1,1,3,5,3
27,417,frame/28819_00315.png,28819,5691,315,113.7142857,19.28571429,115.5714286,142,160.6,91.4,197.4285714,84.57142857,184,109.6153846,6.19702,1,1,1,1,1,3,4,3
27,417,frame/28819_00375.png,28819,5692,375,121,18,115.6666667,144,162.4,90.2,199.3333333,84,185.3076923,108.9230769,4.53929,1,1,1,1,1,3,4,3
28,417,frame/28795_00000.png,28795,5696,0,130,17,126.3333333,150,185.4,98.6,228.1428571,85.85714286,217.8461538,121.4615385,7.55074,1,0,1,1,1,3,5,0
28,417,frame/28795_00120.png,28795,5706,120,143,49,16,21,153.5,61,157.8,61,,,,1,1,1,1,1,3,4,3
28,417,frame/28795_00180.png,28795,5711,180,141.6666667,49,19,21,,,,,,,,1,0,1,1,1,3,4,3
28,417,frame/28795_00240.png,28795,5716,240,142.8,49,18.2,19,153,61.5,,,155.4444444,64.22222222,,1,1,1,1,1,3,0,
29,417,frame/28824_00000.png,28824,5763,0,234,66.71428571,83,118,266.6,150,291,148.3333333,279.3,166.3,,1,0,1,1,1,3,4,3
29,417,frame/28824_00060.png,28824,5764,60,232.2857143,75.28571429,87.42857143,116.4285714,274.6666667,159.6666667,,,288.8571429,173.8571429,,1,0,1,1,1,3,4,
33,283,img/1513.JPG,1513,27704,,355,37,101,119,408.3636364,91.45454545,430.5,91.2,421.25,111.5,16.3567,1,1,1,1,1,6,4,0
33,283,img/1512.jpg,1512,24369,,348,5,78,104,369.8,58.7,394.6363636,59.27272727,379.25,79.6,-6.49184,1,1,1,1,1,6,4,0
33,283,img/2662.JPG,2662,30147,,136,181,393,476,,,,,492,580.8181818,,1,1,1,0,1,6,,0
33,283,img/11091.JPG,11091,23525,,1839,691,415,523,1938.666667,1072.666667,2027.333333,1091.333333,1981.625,1160.875,,1,1,1,1,1,6,5,0
33,283,frame/28593_00000.png,28593,17479,0,276,31,122,137,302.8,103.6,335.0909091,93.72727273,318.7,127.3,,,,,1,1,6,,0
33,283,frame/28593_00060.png,28593,17480,60,276,31,122,137,302.8,103.6,335.0909091,93.72727273,318.9166667,127.6666667,-19.2892,1,1,1,1,1,6,3,0
33,283,frame/28593_00120.png,28593,17481,120,258,36,138,153,,,283.7777778,132.6666667,287.25,164.6666667,,1,1,1,1,1,6,4,0
33,283,frame/28593_00135.png,28593,17482,135,262,31,128,155,,,283.7,125.5,283.5454545,158.7272727,,1,1,1,1,1,6,5,0
33,283,frame/28593_00195.png,28593,17483,195,197,48,144,162,,,257.5555556,165.3333333,263,194.7777778,,,,,1,1,6,,0
33,283,frame/28593_00255.png,28593,17484,255,187.3333333,18,137,161.6666667,,,211.5555556,116.7777778,212.1818182,147.6363636,,1,1,1,1,1,6,,0
33,283,frame/28593_00315.png,28593,17485,315,197,48,144,162,,,257.5555556,165.3333333,261.4545455,195,,1,1,1,1,1,6,4,0
33,283,frame/28593_00375.png,28593,17486,375,201,39,142,158,,,262.5555556,154.7777778,270.5833333,183.4166667,,1,1,1,1,1,6,4,0
34,283,img/1514.JPG,1514,25086,,1848,392,706,775,2012,976.4,2126.75,985,2061.25,1122,,1,1,0,1,1,6,4,0
36,283,img/11088.jpg,11088,23821,,283,157,1707,2287,968.2,1276.6,1534.230769,1366.846154,1264,1775.666667,7.83007,1,1,1,1,1,6,4,0
37,283,img/1519.jpg,1519,27726,,744,57,513,698,814.8,437,977.1,456.3,855.4166667,597.4166667,-14.8724,1,1,1,0,1,6,4,1
38,283,img/1515.jpg,1515,27089,,334,21,1632.8,1865.2,1014,918.1666667,1496.833333,869,1351.444444,1332.111111,3.36449,1,1,1,1,1,6,4,0
39,283,frame/28625_00000.png,28625,19458,0,229,25,58,82,259.4444444,81.11111111,275.1428571,81,267.4444444,95,,1,1,1,1,1,6,3,0
39,283,frame/28625_00060.png,28625,19459,60,227,34,58,78,241.5555556,90.11111111,260.75,93.625,248.8181818,103.9090909,,1,1,1,1,1,6,,
39,283,frame/28625_00103.png,28625,19460,103,230,32,56,79,244.3333333,88.16666667,261.375,92.125,248.8333333,104.3333333,,1,1,0,1,1,6,3,0
39,283,frame/28625_00163.png,28625,19461,163,225,24,68,72.83333333,238.7272727,60.45454545,251.4,67.1,236.9166667,76.33333333,,1,1,1,1,1,6,4,0
39,283,frame/28625_00223.png,28625,19462,223,222,31,70,82,242.875,89.75,260.875,93.625,249.125,102.625,,1,1,1,1,1,6,3,0
39,283,frame/28625_00283.png,28625,19463,283,229,35,61,76,245.1428571,90.57142857,262.8333333,96.33333333,249.875,105.25,,1,1,0,1,1,6,,0
39,283,frame/28625_00343.png,28625,19464,343,229,36,58,78,245.6666667,91.66666667,262.7142857,96.42857143,249.1,106,,1,1,1,1,1,6,,
39,283,frame/28625_00403.png,28625,19465,403,230,36,56,77,244.9,90.2,263,96,250.6666667,105.3333333,,1,1,1,1,1,6,4,0
39,283,frame/28625_00463.png,28625,19466,463,223,32,61,80,242.25,90.125,259,94.125,247,105.7,,1,1,1,1,1,6,3,
39,283,frame/28625_00478.png,28625,19467,478,221,32,59,80,237.3333333,89.66666667,255.7777778,92.44444444,243.125,104.5,,1,1,1,1,1,6,4,
43,660,img/7283.jpg,7283,25033,,1039.333333,161.6666667,430.8333333,423.8333333,,,1116.888889,370.2222222,1084.875,443.75,,0,0,1,0,1,3,4,1
43,660,img/7308.jpg,7308,22793,,328,535,129,127,424,575,,,437,614,,,,,1,1,3,,0
43,660,img/7271.jpg,7271,24940,,1575,338.2857143,537.8571429,673.7142857,1733.636364,695.2727273,1904.8,666.6,1823.666667,805.5833333,-15.4154,1,1,1,1,1,3,3,3
43,660,img/7270.jpg,7270,22525,,2284,431,353,500,,,2333,554,2346,724,,,,,1,1,3,,0
43,660,img/7282.jpg,7282,27650,,1990,269,457,461,2168.7,487.3,2280.909091,478.8181818,2231.916667,559.1666667,1.14507,0,0,1,1,1,3,3,1
43,660,img/7277.jpg,7277,25320,,1277.6,260,240,301.2,1414.454545,389.5454545,1479.2,391.1,1456,440.8461538,23.7984,0,0,1,0,1,3,3,1
43,660,img/7278.jpg,7278,29506,,18.33333333,56,115,130,95,122.7692308,118.9,124.4,112.1666667,147.0833333,25.6996,0,1,1,1,1,3,2,0
43,660,frame/29715_00060.png,29715,12973,60,143,45.66666667,68.33333333,69,175.8,79.7,198.625,79.25,190,91.18181818,8.92045,0,0,1,1,1,3,3,1
43,660,frame/29715_00120.png,29715,12974,120,154,43.33333333,75.33333333,69,196.7777778,77.22222222,216.2222222,77.88888889,208,88.5,,0,0,1,1,1,3,3,1
43,660,frame/29738_00000.png,29738,2153,0,234.7142857,36.42857143,70.57142857,82.85714286,278.7,81.1,296.0909091,81.27272727,289.5,96.83333333,29.0512,0,1,1,1,1,3,3,1
43,660,frame/29738_00060.png,29738,2154,60,222.8571429,40.42857143,73.28571429,93.28571429,248.2,101.4,270.625,103,257,117.9166667,,0,1,1,1,1,3,4,1
43,660,frame/29738_00097.png,29738,2155,97,272,35.8,69.6,89.6,288.8,91.1,310.2,95.7,295.2727273,108.5454545,,0,1,1,1,1,3,,1
43,660,frame/29738_00157.png,29738,2156,157,219.6666667,29.66666667,67.66666667,92.66666667,245.8,92.6,267.6666667,93.55555556,256.4,108.4,0,0,1,1,1,1,3,,1
43,660,frame/29738_00217.png,29738,2157,217,231.6666667,27.66666667,66.66666667,96,260.3333333,93.41666667,282.7777778,95.77777778,269.6153846,110.0769231,0,0,1,1,1,1,3,3,1
43,660,frame/29738_00277.png,29738,2158,277,266.1666667,25,69,96,289.3636364,91.27272727,290,90,296.3846154,108.0769231,0,0,1,1,1,1,3,3,1
43,660,frame/29717_00060.png,29717,7650,60,176,133.4285714,144.2857143,173.1428571,237.4545455,217.7272727,288,221.9090909,262.6153846,253.9230769,10.8292,0,0,1,1,1,3,3,0
43,660,frame/29717_00120.png,29717,7652,120,214.5714286,129,168.7142857,200.7142857,326.6363636,253.7272727,366.6363636,240.7272727,360.5,282.0833333,25.1695,0,0,1,1,1,3,,0
43,660,frame/29717_00180.png,29717,7654,180,230.6666667,154,140.6666667,176,323.625,256.75,363.5454545,244.0909091,355.6923077,284.0769231,,0,0,1,1,1,3,,0
43,660,frame/29717_00240.png,29717,7656,240,239.125,175.875,137.125,155.375,321.8,262.1,362.8181818,248.4545455,352.9230769,289.1538462,27.2624,0,0,1,1,1,3,3,0
