TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
22,417,img/2546.jpg,2546,26240,,274,342,176,241.25,429.2,454.2,,,443.125,495.375,,1,1,1,0,1,3,4,3
22,417,img/2535.jpg,2535,25701,,503,750,337,468,629.8333333,1021.833333,731.1428571,1027.857143,682.6666667,1096.166667,-1.29029,1,1,1,1,1,3,4,3
22,417,img/2569.jpg,2569,22189,,1388.571429,356.5714286,228.4285714,266.4285714,1513.4,495.4,765,288,1553.230769,539.0769231,22.2233,1,1,1,1,1,3,4,3
22,417,img/2541.jpg,2541,29756,,56.66666667,108,169.6666667,235,156.8571429,223.5714286,204.5714286,227,189.1538462,263.6923077,18.1986,1,1,1,1,1,3,4,3
22,417,img/2547.jpg,2547,24198,,168.2857143,28.28571429,103.4285714,130.7142857,187.8,97,213.8333333,95.66666667,199.7692308,120.5384615,-25.8398,1,1,1,1,1,3,4,3
22,417,img/2539.jpg,2539,25970,,1126,203,420,577.6666667,1228.4,466.6,1357.571429,476.7142857,1286.461538,568.1538462,-12.1998,1,1,1,1,1,3,4,3
22,417,img/2538.jpg,2538,27644,,27,48,48.71428571,72,60.6,88.4,73.6,89.6,69.69230769,102.6923077,,0,1,1,1,1,3,4,3
22,417,frame/28825_00000.png,28825,5748,0,488.2,192,29.6,27.8,502,208.1428571,507.5714286,208.4285714,,,,1,1,1,1,1,3,4,0
22,417,frame/28825_00060.png,28825,5754,60,488.5,192.5,28.5,30,501.8,208,507.7142857,208.1428571,503.75,212.875,,1,1,1,1,1,3,4,3
22,417,frame/28798_00000.png,28798,16255,0,560,44,236,331,656.2,214.2,736.1666667,210.1666667,703.6923077,268.2307692,1.01044,1,1,1,1,1,3,,3
22,417,frame/28798_00060.png,28798,16256,60,521.2857143,41.28571429,260.8571429,314.7142857,578,198.8,647.1428571,197,598.5833333,254.0833333,-18.7364,1,1,1,1,1,3,4,3
22,417,frame/28798_00120.png,28798,16257,120,509.3333333,44.66666667,278.3333333,384,552.5,202,615.7142857,197.1428571,572.0769231,252.7692308,-22.3335,1,1,1,1,1,3,4,3
22,417,frame/28798_00150.png,28798,16258,150,521,48,246,337,551.8,216.2,620.8571429,209.4285714,579.5833333,274.6666667,-20.7644,1,1,1,1,1,3,4,3
22,417,frame/28798_00210.png,28798,16259,210,531.3333333,48,242.3333333,332,561.1666667,210.8333333,628.3333333,206.5,584.1666667,268.9166667,-19.9976,1,1,1,1,1,3,4,3
22,417,frame/28798_00270.png,28798,16260,270,558,54.85714286,233.1428571,324.4285714,679.8571429,218.8571429,753.5,216,728.2307692,267.6923077,12.5655,1,1,1,1,1,3,4,3
22,417,frame/28798_00330.png,28798,16261,330,541,39,241,328,631.8,223.4,711.8571429,212.1428571,683,274.25,0.324872,1,1,1,1,1,3,4,3
22,417,frame/28798_00390.png,28798,16262,390,543.4285714,51.28571429,244,338.1428571,641.8,223.8,717.6666667,215.3333333,689.0769231,273.6153846,1.31064,1,1,1,1,1,3,4,3
22,417,frame/28798_00450.png,28798,16263,450,540.5714286,55.42857143,247.4285714,344,580.8333333,221.3333333,649.8571429,225.7142857,606,283.7692308,-19.2271,1,1,1,1,1,3,4,3
22,417,frame/28798_00510.png,28798,16264,510,552.6666667,54.66666667,227,328,660.1666667,226.1666667,734.5,218.8333333,708.4615385,276.0769231,10.3795,1,1,1,1,1,3,4,3
22,417,frame/28798_00570.png,28798,16265,570,555,57,230,336,644,227.4,724.5714286,223.5714286,688.6923077,283.5384615,0.370722,1,1,1,1,1,3,4,3
22,417,frame/28798_00600.png,28798,16266,600,520.1428571,51.85714286,249.4285714,340.5714286,558.4,222.8,625,222.2857143,581.8571429,283.3571429,-21.4177,1,1,1,1,1,3,4,3
22,417,frame/28798_00660.png,28798,16267,660,605,48,247,340,709.8333333,218.3333333,785.3333333,233.6666667,744.4615385,280.4615385,2.93423,1,1,1,1,1,3,,3
22,417,frame/28798_00720.png,28798,16268,720,548,56,236,342.4,650.2,240.4,730.6666667,237.3333333,695.7692308,294.6923077,17.8873,1,1,1,1,1,3,3,3
22,417,frame/28843_00000.png,28843,11213,0,99,36,35,40,122,58,132.5,58.5,130,65.90909091,,1,1,1,1,1,3,4,3
22,417,frame/28843_00060.png,28843,11214,60,126,23.42857143,119.1428571,130.4285714,214.3333333,93,211,95,234.8461538,109.6923077,29.6733,1,1,1,1,1,3,4,3
22,417,frame/28843_00120.png,28843,11215,120,137,23.57142857,113.7142857,137.5714286,218.3333333,99,241.5,89.33333333,240.1666667,116.9166667,31.2138,1,1,1,1,1,3,4,3
22,417,frame/28843_00180.png,28843,11216,180,146.3333333,19.66666667,109.6666667,135.3333333,231,98.83333333,253,90.8,249.8181818,117.7272727,,1,1,1,1,1,3,3,3
22,417,frame/28843_00240.png,28843,11217,240,144.2857143,19,112.7142857,141.2857143,227.6666667,99,,,246.4166667,118.1666667,31.2845,1,1,1,1,1,3,4,3
22,417,frame/28843_00255.png,28843,11218,255,142.4285714,22,112.4285714,135,226.5,98.5,248.2,91,245.2142857,118.0714286,30.47,1,1,0,1,1,3,5,3
22,417,frame/28843_00315.png,28843,11219,315,153.4285714,24.14285714,96.85714286,132.8571429,215.1666667,100.1666667,244.8333333,97.66666667,235.5384615,121.1538462,26.2947,1,1,0,1,1,3,4,3
22,417,frame/28843_00375.png,28843,11220,375,135.6666667,20.66666667,106,126,209.2,84.2,233.3333333,78.66666667,231.5416667,102.5416667,30.8266,1,1,1,1,1,3,4,3
22,417,frame/30391_00000.png,30391,11221,0,205.2857143,51.57142857,79.71428571,116.4285714,230.6,104,257.1428571,104.5714286,243.8461538,123.7692308,-2.66948,1,1,1,1,1,3,4,
22,417,frame/30391_00060.png,30391,11222,60,189.2857143,47.57142857,88.71428571,127.1428571,215.8,105.8,243.5,106,229.3846154,125.6153846,-8.70344,1,1,1,1,1,3,4,3
22,417,frame/30391_00120.png,30391,11223,120,201,54.42857143,105.4285714,157.2857143,242.1666667,103.5,270.4285714,105,254.5384615,123.7692308,-9.19851,1,1,1,1,1,3,4,3
22,417,frame/28846_00000.png,28846,11236,0,207.1428571,47,79.28571429,115,224.5,109.3333333,251.2857143,108.8571429,233.6153846,127.3076923,-13.7439,1,1,1,1,1,3,4,3
22,417,frame/28846_00060.png,28846,11237,60,211.2857143,49.57142857,79.14285714,113.1428571,228.4,108,256,109.2857143,240.0714286,128.7857143,-11.9316,1,1,1,1,1,3,4,3
22,417,frame/28846_00120.png,28846,11238,120,213.4,46.6,79.6,119,236,108.8333333,263.2857143,108.1428571,250.1666667,128.1666667,-7.51087,1,1,1,1,1,3,4,0
22,417,frame/28846_00135.png,28846,11239,135,217.2857143,46.28571429,80.42857143,118.4285714,237,104.8,262.4285714,105.5714286,247,124.1666667,-12.5066,1,1,1,1,1,3,4,3
22,417,frame/28846_00195.png,28846,11240,195,213,51.71428571,79,115.2857143,231,103.6666667,258.2857143,106.1428571,241.3076923,124.4615385,-9.1544,1,1,1,1,1,3,4,3
22,417,frame/28846_00255.png,28846,11241,255,206.375,45.75,83.625,111.25,232.6,100.4,260.4285714,98.85714286,247.0769231,117.3076923,-4.77834,1,1,1,1,1,3,4,3
22,417,frame/28846_00315.png,28846,11242,315,199,46,82,112,225.8,105.2,253.2857143,104.7142857,239.6666667,124.0833333,-7.89305,1,1,1,1,1,3,4,3
23,417,img/2534.jpeg,2534,26840,,84.71428571,45.42857143,123.8571429,169.5714286,144.8333333,127.6666667,185.8571429,123.1428571,169.5833333,152.5833333,18.8084,1,1,1,1,1,3,4,3
24,417,img/2528.jpg,2528,24878,,199.3333333,75,184,237.6666667,263,179.6,323.5,182.3333333,288.7692308,218.3076923,-4.87281,1,1,1,1,1,3,4,3
25,417,img/2564.jpg,2564,23752,,2614.285714,860,361,475,2820,1064.2,2926.857143,1073.285714,2890.9,1147.6,20.8092,1,1,1,1,1,3,,3
26,417,img/2558.jpg,2558,22149,,2472,797,326,436,2580,980.1666667,2662,989.9166667,2608.818182,1041.545455,-7.60032,1,1,1,1,1,3,4,3
27,417,frame/28819_00000.png,28819,5685,0,112.8571429,16.85714286,117.5714286,144,157,91.14285714,193.8571429,83.42857143,180.1538462,108.7692308,6.97439,1,1,1,1,1,3,4,3
27,417,frame/28819_00060.png,28819,5686,60,116.2857143,16,116.4285714,138.7142857,155.6,85.8,193.8571429,77.28571429,178.5833333,103.6666667,-2.89163,1,1,1,1,1,3,4,3
27,417,frame/28819_00120.png,28819,5687,120,128,17,117,147,166.2,87,204,79.14285714,187.6363636,105.5454545,2.1104,1,1,1,1,1,3,4,3
27,417,frame/28819_00180.png,28819,5688,180,126,19,112,144,168,88.6,206.1428571,83.71428571,191.6153846,108.6923077,5.63849,1,1,1,1,1,3,5,3
27,417,frame/28819_00240.png,28819,5689,240,108.6666667,23.66666667,120.6666667,144.6666667,153.2,98.8,192.1428571,90.14285714,179.5833333,117.9166667,4.64528,1,1,1,1,1,3,4,3
27,417,frame/28819_00300.png,28819,5690,300,119,18.28571429,112.1428571,135,161,85.4,199.8571429,79.42857143,186.0769231,101.7692308,17.6185,1,1,0,1,1,3,5,3
27,417,frame/28819_00315.png,28819,5691,315,113.7142857,19.28571429,115.5714286,142,160.6,91.4,197.4285714,84.57142857,184,109.6153846,6.19702,1,1,1,1,1,3,4,3
27,417,frame/28819_00375.png,28819,5692,375,121,18,115.6666667,144,162.4,90.2,199.3333333,84,185.3076923,108.9230769,4.53929,1,1,1,1,1,3,4,3
28,417,frame/28795_00000.png,28795,5696,0,130,17,126.3333333,150,185.4,98.6,228.1428571,85.85714286,217.8461538,121.4615385,7.55074,1,0,1,1,1,3,5,0
28,417,frame/28795_00120.png,28795,5706,120,143,49,16,21,153.5,61,157.8,61,,,,1,1,1,1,1,3,4,3
28,417,frame/28795_00180.png,28795,5711,180,141.6666667,49,19,21,,,,,,,,1,0,1,1,1,3,4,3
28,417,frame/28795_00240.png,28795,5716,240,142.8,49,18.2,19,153,61.5,,,155.4444444,64.22222222,,1,1,1,1,1,3,0,
29,417,frame/28824_00000.png,28824,5763,0,234,66.71428571,83,118,266.6,150,291,148.3333333,279.3,166.3,,1,0,1,1,1,3,4,3
29,417,frame/28824_00060.png,28824,5764,60,232.2857143,75.28571429,87.42857143,116.4285714,274.6666667,159.6666667,,,288.8571429,173.8571429,,1,0,1,1,1,3,4,
66,569,img/3733.jpg,3733,30038,,111.6666667,10.66666667,153.3333333,180.3333333,166.3636364,78.72727273,216.6923077,75.23076923,193.7692308,110.8461538,2.32832,0,1,1,0,1,3,4,2
66,569,img/3578.jpg,3578,24378,,1390,665,55,61,1409,682,1426,681,1418,696,0,,,,1,1,3,,0
66,569,img/3735.jpg,3735,29777,,217.875,25.625,403.875,551.25,311.1,262.1,443.9,256.3,361.75,373.4166667,,0,0,1,1,1,3,,2
66,569,img/3745.jpg,3745,30130,,341,100,56,63,,,355.1666667,130.3333333,351.8461538,141.5384615,,0,0,1,1,1,3,3,
67,569,img/3738.jpg,3738,26781,,170.625,21,96.125,128.625,191.5555556,69.66666667,226.8,64.1,205.6666667,90.33333333,-20.2387,0,1,1,0,1,3,3,2
68,569,img/3737.jpg,3737,22600,,202,71,42,49,216.9090909,97.18181818,228.3,96.4,222.8333333,104.9166667,,0,0,1,1,1,3,5,2
69,569,frame/28972_00000.png,28972,6110,0,475.6,58.4,190.2,279.4,499.375,176.625,549.1666667,183,508.6153846,235.5384615,,0,1,1,1,1,3,4,2
69,569,frame/28972_00060.png,28972,6111,60,493.75,49.75,171.375,251,527.2,143.3,589.7777778,141.7777778,548,188.5,,0,1,1,1,1,3,4,2
69,569,frame/28972_00120.png,28972,6112,120,450,12.71428571,182.4285714,265.7142857,495.3571429,109.7142857,559.125,105.625,518.4166667,153.0833333,-6.7357,0,1,1,1,1,3,4,2
69,569,frame/28972_00180.png,28972,6113,180,396.6666667,25.33333333,174.3333333,262.6666667,440.1818182,116.1818182,507.6666667,109.2222222,473.0909091,161.6363636,0,0,1,1,1,1,3,3,3
69,569,frame/28972_00240.png,28972,6114,240,399.1428571,36.42857143,190.7142857,274.8571429,447.0769231,147.7692308,512.9,141.4,478.9166667,197.9166667,-7.85717,0,1,1,1,1,3,4,2
69,569,frame/28972_00300.png,28972,6115,300,406,21.66666667,204.6666667,288.6666667,449,152.3636364,516.1111111,145.7777778,481.6923077,201.2307692,-7.01574,0,1,1,1,1,3,3,2
69,569,frame/28972_00360.png,28972,6116,360,432.5714286,31.42857143,168,276.2857143,473,147.6,539.3333333,140.5555556,503.8333333,195.75,0,0,1,1,1,1,3,4,2
69,569,frame/28972_00405.png,28972,6117,405,447.1428571,27.14285714,180,260.8571429,485.8,128.8,550.8,122.9,514.5454545,177,-7.40519,0,1,1,1,1,3,4,2
69,569,frame/28972_00465.png,28972,6118,465,432.8571429,22.57142857,202.8571429,268.8571429,484.5454545,125.5454545,551.9,121.5,512.1818182,171.7272727,-8.1037,0,1,1,1,1,3,4,2
69,569,frame/28972_00525.png,28972,6119,525,439.4285714,21.14285714,168,278.1428571,475.2,131.5,538.1111111,127.8888889,498.75,176.25,-8.17847,0,1,1,1,1,3,4,2
70,569,frame/29147_00000.png,29147,73,0,160,50,46,63,,,187,70,176,89,,,,,1,1,3,,0
71,569,frame/29176_00000.png,29176,6096,0,242,61,28,44,255.8,83.9,264.7142857,83.57142857,260.1818182,90,,0,1,1,1,1,3,4,1
71,569,frame/29176_00060.png,29176,6097,60,151.6666667,88,28.16666667,41,165.5,110.1666667,173.875,108.875,171,116.9,,0,1,1,1,1,3,4,2
71,569,frame/29176_00120.png,29176,6098,120,178,108,24,33,191,119,196,116,,,,,,,1,1,3,,0
71,569,frame/29176_00180.png,29176,6099,180,114,104.1666667,24,40.83333333,,,,,,,,0,1,0,1,1,3,4,2
72,569,frame/29178_00000.png,29178,18057,0,445,44.25,52.625,60.125,456.6,68,468.8888889,70.77777778,454.3333333,77.77777778,,0,0,1,1,1,3,4,2
72,569,frame/29178_00060.png,29178,18059,60,457.6666667,55.33333333,67.33333333,64.33333333,470.5,83.16666667,481.8333333,85.83333333,470.8333333,93.83333333,,0,0,0,1,1,3,,2
72,569,frame/29178_00120.png,29178,18061,120,493.6666667,129.3333333,49,52.33333333,,,,,517.1111111,170.2222222,,0,1,1,1,1,3,0,2
72,569,frame/29178_00180.png,29178,18063,180,397,41,60,64,,,448,69.83333333,442.8181818,84.36363636,,0,0,1,1,1,3,3,2
72,569,frame/29178_00240.png,29178,18065,240,282,33.71428571,59,65.28571429,320.125,72.375,,,,,,0,0,1,1,1,3,4,2
72,569,frame/29178_00300.png,29178,18067,300,301.3333333,39,61.33333333,68.66666667,341.8333333,83.33333333,,,348.6666667,92,,0,0,1,1,1,3,4,2
72,569,frame/29178_00360.png,29178,18069,360,337,70,57,65,,,,,376.7692308,115.6153846,,0,0,1,1,1,3,4,2
72,569,frame/29178_00420.png,29178,18071,420,381,63,66.57142857,74.57142857,396.8888889,103.2222222,417.6666667,104,404.9230769,116.2307692,,0,0,0,1,1,3,4,2
72,569,frame/29178_00450.png,29178,18073,450,376.1428571,57.85714286,79.71428571,73.14285714,,,,,388.2,102.4,,0,0,1,1,1,3,3,2
72,569,frame/29178_00630.png,29178,18079,630,411,95,58,74,,,431,118,428,133,,,,,1,1,3,,0
72,569,frame/29178_00690.png,29178,18081,690,386,48,116,103,,,413,91.66666667,405.9090909,105.9090909,,0,0,1,0,1,3,3,2
72,569,frame/29178_00750.png,29178,18083,750,363,50,84,81,,,,,377.2,106,,0,0,1,1,1,3,3,2
73,569,frame/29177_00000.png,29177,18052,0,367.2857143,175.7142857,231.7142857,225.2857143,407.3,286.4,482.8,282.8,444.5,332.375,,0,0,0,1,1,3,5,2
73,569,frame/29177_00060.png,29177,18053,60,423,180,231,226,488.6666667,281.5555556,585.375,271.125,536.8461538,328.4615385,,0,0,1,0,1,3,,2
73,569,frame/29177_00105.png,29177,18054,105,548.6666667,200.3333333,244.6666667,226,604.1111111,306.7777778,687.7272727,296.5454545,651.5,346.25,,0,1,1,0,1,3,4,2
73,569,frame/29177_00165.png,29177,18055,165,450.5714286,184.2857143,244.2857143,245.1428571,520.8181818,332.6363636,,,575.3636364,371.4545455,,0,0,1,0,1,3,,
73,569,frame/29177_00225.png,29177,18056,225,392.4285714,18,271.1428571,242.4285714,553.875,115.875,,,625.0833333,152.9166667,,0,0,1,1,1,3,4,2
91,25,img/2322.jpg,2322,23954,,1711.714286,640,570.2857143,678,2016.833333,988,2188.166667,997.5,2120.75,1118.166667,20.6619,1,1,1,1,1,2,3,0
91,25,img/125.jpg,125,28920,,1928,763.6666667,761,934.3333333,2076.2,1351,2184.166667,1350,2135.833333,1492,,1,1,1,1,1,2,3,0
91,25,img/8684.jpg,8684,26625,,3010.4,1051.2,532,598.6,3132.8,1458.2,3210.666667,1431.5,3189.5,1529.9,,1,1,1,1,1,2,3,0
91,25,img/1586.jpg,1586,28646,,2758,768,352,397,2929.2,989,3013,982.4,2979.333333,1044.111111,9.85629,1,1,1,1,1,2,3,0
91,25,img/2030.jpg,2030,30177,,3526,358,640,729,3620.5,724.6666667,3762.857143,746.7142857,3658.25,856.875,-24.6968,1,1,1,1,1,2,3,0
91,25,img/1756.jpg,1756,22916,,2951.6,747.8,514,727.2,3122.2,1101.8,3307,1086.142857,3223.5,1230,-3.96751,1,1,1,1,1,2,3,0
91,25,img/11028.jpg,11028,26673,,1356,1677,422,461,1558.666667,1892.5,1628.2,1892.4,1598.25,1944.75,1.94383,1,1,1,1,1,2,3,0
91,25,img/124.jpg,124,23011,,2254,1445,503.2857143,600.4285714,2484.166667,1773.166667,2640.666667,1759.333333,2576.090909,1885.818182,0.403041,1,1,1,1,1,2,3,0
91,25,img/37408.jpg,37408,74821,,1374,666,258,329,1438,824.3333333,1523.8,823.6,,,-12.9051,1,1,1,1,1,2,3,0
91,25,img/37411.jpg,37411,74838,,1376,326,947,1005,2079,826.6,2263.8,839,,,32.9482,1,1,1,1,1,2,3,0
91,25,img/37417.jpg,37417,74896,,1191,1632,557,704,1413,1986.333333,1604.6,1986.4,1515.8,2117,4.9672,1,1,1,1,1,2,3,0
91,25,frame/28676_00000.png,28676,5100,0,166,44.5,108,119.5,229.6,102.6,257.3333333,103.6666667,249.7333333,123.6,25.9575,1,1,1,1,1,2,3,0
91,25,frame/28676_00060.png,28676,5101,60,154,42.33333333,120,117.6666667,244.5,102,,,264.0833333,117.5833333,,0,1,1,1,1,2,3,0
91,25,frame/28676_00104.png,28676,5102,104,162,43.66666667,100.6666667,118.3333333,227.3333333,105.1666667,255,102.5,249.1538462,125.5384615,31.6385,1,1,1,1,1,2,2,0
91,25,frame/28676_00164.png,28676,5103,164,256.2857143,45.28571429,95.71428571,112.7142857,283.6,99.2,315.2857143,99,300.6923077,119.7692308,-1.82857,1,1,1,1,1,2,3,0
91,25,frame/28676_00224.png,28676,5104,224,200.6666667,43,106.6666667,133,249.8333333,118.5,281.3333333,115.5,270,138.2307692,10.8246,1,1,1,1,1,2,3,0
91,25,frame/28676_00284.png,28676,5105,284,225,42,98,120,267,103,299.5,102.6666667,284.0833333,122.4166667,9.6295,1,1,1,1,1,2,3,0
91,25,frame/28676_00344.png,28676,5106,344,176.7142857,47.71428571,97.57142857,127.8571429,233,127.8,262.5,122.3333333,253.1818182,146.2727273,24.6999,1,1,1,1,1,2,,0
91,25,frame/28676_00404.png,28676,5107,404,243,52,91,126,278.6,127,312,124.2857143,298.6666667,148.9166667,9.31564,1,1,1,1,1,2,3,0
91,25,frame/28676_00464.png,28676,5108,464,156.5714286,51.42857143,100.4285714,128.1428571,218.25,134,247.3333333,128,239.3333333,151.4166667,26.7298,1,1,1,1,1,2,3,0
91,25,frame/28676_00494.png,28676,5109,494,225.7142857,48.71428571,95.85714286,126.8571429,270.3333333,122.5,302.8,118.2,291,141.3846154,11.6074,1,1,1,1,1,2,3,0
92,25,img/2021.jpg,2021,29539,,2259,1184,499,595,2565,1527.333333,2682.714286,1507,2638.923077,1619.846154,23.4081,1,1,1,1,1,2,4,0
97,25,img/2040.jpg,2040,28708,,1888,1395,343.8,391.4,2150,1628.333333,2204.142857,1654,2177.75,1713.416667,,0,1,1,1,1,2,,0
98,25,img/4946.jpg,4946,26628,,1766,1690,352,390,1932,1897.75,2034.173913,1892.086957,1999.153846,1966.923077,4.02401,1,1,1,1,1,2,3,0
